review_id,product_category,product_name,review_text,star_rating,review_date,verified_purchase,text_for_topics,text_for_sentiment,sentiment,predicted_stars,confidence,actual_sentiment,extractive_summary,abstractive_summary,dominant_topic,topic_confidence,topic_label
725,Kitchen Appliances,TurboBlend Pro 5000,Great product. The TurboBlend Pro 5000 exceeded my expectations in every way. Highly recommend!,4,2023-01-06,False,great product turboblend pro 5000 exceed expectation way highly recommend,great product . the turboblend pro 5000 exceeded my expectations in every way . highly recommend !,Positive,5,0.9665916562080384,Positive,The TurboBlend Pro 5000 exceeded my expectations in every way.,Great product. The TurboBlend Pro 5000 exceeded my expectations in every way. Highly recommend!,8,0.6002346256117136,Recommendation & Value
726,Bathroom,AquaFlow Rainfall Showerhead,I was skeptical at first but the AquaFlow Rainfall Showerhead is genuinely impressive. Fast delivery too.,5,2023-01-29,True,skeptical aquaflow rainfall showerhead genuinely impressive fast delivery,i was skeptical at first but the aquaflow rainfall showerhead is genuinely impressive . fast delivery too .,Positive,5,0.5755687952041626,Positive,I was skeptical at first but the AquaFlow Rainfall Showerhead is genuinely impressive.,I was skeptical at first but the AquaFlow Rainfall Showerhead is genuinely impressive. Fast delivery too.,2,0.5062504497856021,Daily Use Satisfaction
727,Bedroom Furniture,CloudPillow Set (2-pack),Bought the CloudPillow Set (2-pack) as a gift and the recipient loved it. Excellent build quality.,5,2023-09-22,True,buy cloudpillow set 2 pack gift recipient love excellent build quality,bought the cloudpillow set ( 2 - pack ) as a gift and the recipient loved it . excellent build quality .,Positive,5,0.88548344373703,Positive,Bought the CloudPillow Set (2-pack) as a gift and the recipient loved it.,Bought the CloudPillow Set (2-pack) as a gift and the recipient loved it. Excellent build quality.,4,0.7174642646839882,Build Quality
728,Bedroom Furniture,CloudPillow Set (2-pack),I WAS SKEPTICAL AT FIRST BUT THE CLOUDPILLOW SET (2-PACK) IS GENUINELY IMPRESSIVE. FAST DELIVERY TOO.,5,2023-02-11,True,skeptical cloudpillow set 2 pack genuinely impressive fast delivery,i was skeptical at first but the cloudpillow set ( 2 - pack ) is genuinely impressive . fast delivery too .,Positive,5,0.5650711059570312,Positive,BUT THE CLOUDPILLOW SET (2-PACK) IS GENUINELY IMPRESSIVE.,I WAS SKEPTICAL AT FIRST BUT THE CLOUDPILLOW SET (2-PACK) IS GENUINELY IMPRESSIVE. FAST DELIVERY TOO.,2,0.5062500920659043,Daily Use Satisfaction
729,Bedroom Furniture,NightOwl LED Bedside Lamp,Great product. The NightOwl LED Bedside Lamp exceeded my expectations in every way. Highly recommend!,5,2023-10-26,True,great product nightowl lead bedside lamp exceed expectation way highly recommend,great product . the nightowl led bedside lamp exceeded my expectations in every way . highly recommend !,Positive,5,0.9598126411437988,Positive,The NightOwl LED Bedside Lamp exceeded my expectations in every way.,Great product. The NightOwl LED Bedside Lamp exceeded my expectations in every way. Highly recommend!,8,0.6409087370073534,Recommendation & Value
730,Bathroom,FoamPure Electric Toothbrush,OUTSTANDING PRODUCT. THE FOAMPURE ELECTRIC TOOTHBRUSH HAS MADE MY DAILY ROUTINE SO MUCH EASIER. THANK YOU!,5,2023-05-04,False,outstanding product foampure electric toothbrush daily routine easy thank,outstanding product . the foampure electric toothbrush has made my daily routine so much easier . thank you !,Positive,5,0.9630210995674132,Positive,THE FOAMPURE ELECTRIC TOOTHBRUSH HAS MADE MY DAILY ROUTINE SO MUCH EASIER.,OUTSTANDING PRODUCT. THE FOAMPURE ELECTRIC TOOTHBRUSH HAS MADE MY DAILY ROUTINE SO MUCH EASIER. THANK YOU!,2,0.9499996751094316,Daily Use Satisfaction
731,Living Room,CozySofa L-Shape Sectional,Outstanding product. The CozySofa L-Shape Sectional has made my daily routine so much easier. Thank you!,5,2023-07-21,False,outstanding product cozysofa l shape sectional daily routine easy thank,outstanding product . the cozysofa l - shape sectional has made my daily routine so much easier . thank you !,Positive,5,0.9492074847221376,Positive,The CozySofa L-Shape Sectional has made my daily routine so much easier.,Outstanding product. The CozySofa L-Shape Sectional has made my daily routine so much easier. Thank you!,2,0.6722213976510708,Daily Use Satisfaction
732,Bedroom Furniture,DreamRest Memory Foam Mattress,Outstanding product. The DreamRest Memory Foam Mattress has made my daily routine so much easier. Thank you!,5,2023-01-29,True,outstanding product dreamr memory foam mattress daily routine easy thank,outstanding product . the dreamrest memory foam mattress has made my daily routine so much easier . thank you !,Positive,5,0.9554556012153624,Positive,The DreamRest Memory Foam Mattress has made my daily routine so much easier.,Outstanding product. The DreamRest Memory Foam Mattress has made my daily routine so much easier. Thank you!,2,0.5049995927695893,Daily Use Satisfaction
733,Kitchen Appliances,CrispAir Fryer XL,Mixed feelings about the CrispAir Fryer XL. Setup was easy but performance is mediocre.,3,2024-01-12,True,mixed feeling crispair fryer xl setup easy performance mediocre,mixed feelings about the crispair fryer xl . setup was easy but performance is mediocre .,Negative,2,0.5083896517753601,Neutral,Mixed feelings about the CrispAir Fryer XL.,Mixed feelings about the CrispAir Fryer XL. Setup was easy but performance is mediocre.,2,0.9437456605111454,Daily Use Satisfaction
734,Kitchen Appliances,InstaBrew Coffee Maker,I was skeptical at first but the InstaBrew Coffee Maker is genuinely impressive. Fast delivery too. !!!!!!,5,2023-10-17,True,skeptical instabrew coffee maker genuinely impressive fast delivery,i was skeptical at first but the instabrew coffee maker is genuinely impressive . fast delivery too . ! ! ! ! ! !,Positive,5,0.7359610795974731,Positive,I was skeptical at first but the InstaBrew Coffee Maker is genuinely impressive.,I was skeptical at first but the InstaBrew Coffee Maker is genuinely impressive. Fast delivery too. !!!!!!,2,0.6312496670225621,Daily Use Satisfaction
735,Bathroom,AquaFlow Rainfall Showerhead,I was skeptical at first but the AquaFlow Rainfall Showerhead is genuinely impressive. Fast delivery too.,4,2023-10-31,True,skeptical aquaflow rainfall showerhead genuinely impressive fast delivery,i was skeptical at first but the aquaflow rainfall showerhead is genuinely impressive . fast delivery too .,Positive,5,0.5755687952041626,Positive,I was skeptical at first but the AquaFlow Rainfall Showerhead is genuinely impressive.,I was skeptical at first but the AquaFlow Rainfall Showerhead is genuinely impressive. Fast delivery too.,2,0.5062504497856021,Daily Use Satisfaction
736,Living Room,SoundBar X200 Bluetooth,"The SoundBar X200 Bluetooth is easy to clean, quiet during operation, and looks great. 5 stars!",5,2024-09-03,True,soundbar x200 bluetooth easy clean quiet operation look great 5 star,"the soundbar x200 bluetooth is easy to clean , quiet during operation , and looks great . 5 stars !",Positive,5,0.9825432300567628,Positive,"The SoundBar X200 Bluetooth is easy to clean, quiet during operation, and looks great.","The SoundBar X200 Bluetooth is easy to clean, quiet during operation, and looks great. 5 stars!",4,0.7049990658532601,Build Quality
737,Living Room,CozySofa L-Shape Sectional,Outstanding product. The CozySofa L-Shape Sectional has made my daily routine so much easier. Thank you!,5,2024-11-11,True,outstanding product cozysofa l shape sectional daily routine easy thank,outstanding product . the cozysofa l - shape sectional has made my daily routine so much easier . thank you !,Positive,5,0.9492074847221376,Positive,The CozySofa L-Shape Sectional has made my daily routine so much easier.,Outstanding product. The CozySofa L-Shape Sectional has made my daily routine so much easier. Thank you!,2,0.6722213976510708,Daily Use Satisfaction
738,Living Room,GlowLight Floor Lamp,Absolutely love my GlowLight Floor Lamp! Works perfectly and arrived on time. Would buy again.,4,2024-07-23,False,absolutely love glowlight floor lamp work perfectly arrive time buy,absolutely love my glowlight floor lamp ! works perfectly and arrived on time . would buy again .,Positive,5,0.9678290486335754,Positive,Absolutely love my GlowLight Floor Lamp!,Absolutely love my GlowLight Floor Lamp! Works perfectly and arrived on time. Would buy again.,0,0.6973112426160603,Delivery & Arrival
739,Living Room,SmartTV 55in 4K UHD,My SmartTV 55in 4K UHD arrived well packaged and started working immediately. No issues at all.,4,2023-11-16,True,smarttv 55 4k uhd arrive package start work immediately issue,my smarttv 55 in 4k uhd arrived well packaged and started working immediately . no issues at all .,Positive,5,0.8282108902931213,Positive,My SmartTV 55in 4K UHD arrived well packaged and started working immediately.,My SmartTV 55in 4K UHD arrived well packaged and started working immediately. No issues at all.,0,0.5837176641790475,Delivery & Arrival
740,Bathroom,SoftTouch Luxury Towel Set,<p>Absolutely love my SoftTouch Luxury Towel Set! Works perfectly and arrived on time. Would buy again.</p>,5,2024-02-07,False,absolutely love softtouch luxury towel set work perfectly arrive time buy,absolutely love my softtouch luxury towel set ! works perfectly and arrived on time . would buy again .,Positive,5,0.9647713899612428,Positive,<p>Absolutely love my SoftTouch Luxury Towel Set!,<p>Absolutely love my SoftTouch Luxury Towel Set! Works perfectly and arrived on time. Would buy again.</p>,0,0.5395463992703827,Delivery & Arrival
741,Bathroom,AquaFlow Rainfall Showerhead,Solid quality and great value. The AquaFlow Rainfall Showerhead feels premium and performs even better. !!!!!!,4,2024-03-06,False,solid quality great value aquaflow rainfall showerhead feel premium perform well,solid quality and great value . the aquaflow rainfall showerhead feels premium and performs even better . ! ! ! ! ! !,Positive,5,0.8749152421951294,Positive,The AquaFlow Rainfall Showerhead feels premium and performs even better. !!!!!!,Solid quality and great value. The AquaFlow Rainfall Showerhead feels premium and performs even better. !!!!!!,4,0.7318178030773709,Build Quality
742,Bathroom,FoamPure Electric Toothbrush,Delivery took 3 weeks and the FoamPure Electric Toothbrush box was crushed. Product inside was okay though. https://fakeurl.com/ref123,3,2023-12-06,True,delivery take 3 week foampure electric toothbrush box crush product inside okay,delivery took 3 weeks and the foampure electric toothbrush box was crushed . product inside was okay though .,Negative,2,0.4145893156528473,Neutral,Delivery took 3 weeks and the FoamPure Electric Toothbrush box was crushed.,Delivery took 3 weeks and the FoamPure Electric Toothbrush box was crushed. Product inside was okay though. https://fakeurl.com/ref123,6,0.6392782890416159,Furniture & Frames
743,Bedroom Furniture,CloudPillow Set (2-pack),I was skeptical at first but the CloudPillow Set (2-pack) is genuinely impressive. Fast delivery too.,5,2024-01-11,True,skeptical cloudpillow set 2 pack genuinely impressive fast delivery,i was skeptical at first but the cloudpillow set ( 2 - pack ) is genuinely impressive . fast delivery too .,Positive,5,0.5650711059570312,Positive,I was skeptical at first but the CloudPillow Set (2-pack) is genuinely impressive.,I was skeptical at first but the CloudPillow Set (2-pack) is genuinely impressive. Fast delivery too.,2,0.5062500920659043,Daily Use Satisfaction
744,Bathroom,FoamPure Electric Toothbrush,Best purchase I made this year. The FoamPure Electric Toothbrush works exactly as advertised. Very happy.,4,2024-06-17,True,good purchase year foampure electric toothbrush work exactly advertise happy,best purchase i made this year . the foampure electric toothbrush works exactly as advertised . very happy .,Positive,5,0.9638028144836426,Positive,The FoamPure Electric Toothbrush works exactly as advertised.,Best purchase I made this year. The FoamPure Electric Toothbrush works exactly as advertised. Very happy.,5,0.704999744621578,Product Accuracy
745,Kitchen Appliances,SteamKing Rice Cooker,"The SteamKing Rice Cooker leaks, smells like burnt plastic, and the manual is useless. Awful. !!!!!!",1,2023-09-10,True,steamking rice cooker leak smell like burn plastic manual useless awful,"the steamking rice cooker leaks , smells like burnt plastic , and the manual is useless . awful . ! ! ! ! ! !",Negative,1,0.9496447443962096,Negative,"The SteamKing Rice Cooker leaks, smells like burnt plastic, and the manual is useless.","The SteamKing Rice Cooker leaks, smells like burnt plastic, and the manual is useless. Awful. !!!!!!",6,0.7190474146871051,Furniture & Frames
746,Bedroom Furniture,WoodCraft Bed Frame Queen,Outstanding product. The WoodCraft Bed Frame Queen has made my daily routine so much easier. Thank you!,5,2024-10-01,True,outstanding product woodcraft bed frame queen daily routine easy thank,outstanding product . the woodcraft bed frame queen has made my daily routine so much easier . thank you !,Positive,5,0.9594463109970092,Positive,The WoodCraft Bed Frame Queen has made my daily routine so much easier.,Outstanding product. The WoodCraft Bed Frame Queen has made my daily routine so much easier. Thank you!,2,0.4964435861795418,Daily Use Satisfaction
747,Kitchen Appliances,SliceMaster Food Processor,THE SLICEMASTER FOOD PROCESSOR OVERHEATED AND STOPPED WORKING AFTER 3 USES. SAFETY HAZARD. 1 STAR.,1,2023-11-09,True,slicemaster food processor overheat stop work 3 us safety hazard 1 star,the slicemaster food processor overheated and stopped working after 3 uses . safety hazard . 1 star .,Negative,1,0.986142098903656,Negative,THE SLICEMASTER FOOD PROCESSOR OVERHEATED AND STOPPED WORKING AFTER 3 USES.,THE SLICEMASTER FOOD PROCESSOR OVERHEATED AND STOPPED WORKING AFTER 3 USES. SAFETY HAZARD. 1 STAR.,3,0.6954196884659231,Kitchen & Appliance Products
748,Bathroom,AromaSpa Diffuser,Absolutely love my AromaSpa Diffuser! Works perfectly and arrived on time. Would buy again.,4,2024-08-14,True,absolutely love aromaspa diffuser work perfectly arrive time buy,absolutely love my aromaspa diffuser ! works perfectly and arrived on time . would buy again .,Positive,5,0.9687354564666748,Positive,Absolutely love my AromaSpa Diffuser!,Absolutely love my AromaSpa Diffuser! Works perfectly and arrived on time. Would buy again.,0,0.9499967819267718,Delivery & Arrival
749,Living Room,GlowLight Floor Lamp,Absolutely love my GlowLight Floor Lamp! Works perfectly and arrived on time. Would buy again.,5,2024-12-19,True,absolutely love glowlight floor lamp work perfectly arrive time buy,absolutely love my glowlight floor lamp ! works perfectly and arrived on time . would buy again .,Positive,5,0.9678290486335754,Positive,Absolutely love my GlowLight Floor Lamp!,Absolutely love my GlowLight Floor Lamp! Works perfectly and arrived on time. Would buy again.,0,0.6973112426160603,Delivery & Arrival
750,Living Room,SmartTV 55in 4K UHD,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive. Fast delivery too.,4,2024-04-14,False,skeptical smarttv 55 4k uhd genuinely impressive fast delivery,i was skeptical at first but the smarttv 55 in 4k uhd is genuinely impressive . fast delivery too .,Positive,5,0.6610662341117859,Positive,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive.,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive. Fast delivery too.,2,0.5611109464957282,Daily Use Satisfaction
751,Bedroom Furniture,DreamRest Memory Foam Mattress,Best purchase I made this year. The DreamRest Memory Foam Mattress works exactly as advertised. Very happy.,5,2024-08-08,True,good purchase year dreamr memory foam mattress work exactly advertise happy,best purchase i made this year . the dreamrest memory foam mattress works exactly as advertised . very happy .,Positive,5,0.9610628485679626,Positive,The DreamRest Memory Foam Mattress works exactly as advertised.,Best purchase I made this year. The DreamRest Memory Foam Mattress works exactly as advertised. Very happy.,5,0.6364878791356589,Product Accuracy
752,Kitchen Appliances,SteamKing Rice Cooker,The SteamKing Rice Cooker arrived on time and works as described. Not great not terrible.,3,2024-11-07,False,steamking rice cooker arrive time work describe great terrible,the steamking rice cooker arrived on time and works as described . not great not terrible .,Neutral,3,0.6439328789710999,Neutral,The SteamKing Rice Cooker arrived on time and works as described.,The SteamKing Rice Cooker arrived on time and works as described. Not great not terrible.,4,0.3688905616955594,Build Quality
753,Kitchen Appliances,SteamKing Rice Cooker,Great product. The SteamKing Rice Cooker exceeded my expectations in every way. Highly recommend!,4,2024-12-14,False,great product steamking rice cooker exceed expectation way highly recommend,great product . the steamking rice cooker exceeded my expectations in every way . highly recommend !,Positive,5,0.9588993787765504,Positive,The SteamKing Rice Cooker exceeded my expectations in every way.,Great product. The SteamKing Rice Cooker exceeded my expectations in every way. Highly recommend!,8,0.9549998177262038,Recommendation & Value
754,Bedroom Furniture,WoodCraft Bed Frame Queen,I was skeptical at first but the WoodCraft Bed Frame Queen is genuinely impressive. Fast delivery too.,4,2024-09-04,True,skeptical woodcraft bed frame queen genuinely impressive fast delivery,i was skeptical at first but the woodcraft bed frame queen is genuinely impressive . fast delivery too .,Positive,5,0.6043775677680969,Positive,I was skeptical at first but the WoodCraft Bed Frame Queen is genuinely impressive.,I was skeptical at first but the WoodCraft Bed Frame Queen is genuinely impressive. Fast delivery too.,6,0.5196969989405481,Furniture & Frames
755,Bathroom,MirrorPro LED Vanity Mirror,I was skeptical at first but the MirrorPro LED Vanity Mirror is genuinely impressive. Fast delivery too.,4,2023-09-13,False,skeptical mirrorpro lead vanity mirror genuinely impressive fast delivery,i was skeptical at first but the mirrorpro led vanity mirror is genuinely impressive . fast delivery too .,Positive,5,0.5714093446731567,Positive,I was skeptical at first but the MirrorPro LED Vanity Mirror is genuinely impressive.,I was skeptical at first but the MirrorPro LED Vanity Mirror is genuinely impressive. Fast delivery too.,2,0.5611109306589896,Daily Use Satisfaction
756,Kitchen Appliances,SliceMaster Food Processor,Solid quality and great value. The SliceMaster Food Processor feels premium and performs even better.,4,2024-12-20,True,solid quality great value slicemaster food processor feel premium perform well,solid quality and great value . the slicemaster food processor feels premium and performs even better .,Positive,5,0.8631594181060791,Positive,The SliceMaster Food Processor feels premium and performs even better.,Solid quality and great value. The SliceMaster Food Processor feels premium and performs even better.,4,0.7285936484079331,Build Quality
757,Bathroom,SoftTouch Luxury Towel Set,Absolutely love my SoftTouch Luxury Towel Set! Works perfectly and arrived on time. Would buy again.,4,2024-07-27,True,absolutely love softtouch luxury towel set work perfectly arrive time buy,absolutely love my softtouch luxury towel set ! works perfectly and arrived on time . would buy again .,Positive,5,0.9647713899612428,Positive,Absolutely love my SoftTouch Luxury Towel Set!,Absolutely love my SoftTouch Luxury Towel Set! Works perfectly and arrived on time. Would buy again.,0,0.5395463992703827,Delivery & Arrival
758,Bedroom Furniture,WoodCraft Bed Frame Queen,Best purchase I made this year. The WoodCraft Bed Frame Queen works exactly as advertised. Very happy. https://fakeurl.com/ref123,4,2023-01-12,False,good purchase year woodcraft bed frame queen work exactly advertise happy,best purchase i made this year . the woodcraft bed frame queen works exactly as advertised . very happy .,Positive,5,0.9600654244422911,Positive,The WoodCraft Bed Frame Queen works exactly as advertised.,Best purchase I made this year. The WoodCraft Bed Frame Queen works exactly as advertised. Very happy. https://fakeurl.com/ref123,5,0.5954542976193149,Product Accuracy
759,Bedroom Furniture,WoodCraft Bed Frame Queen,Great product. The WoodCraft Bed Frame Queen exceeded my expectations in every way. Highly recommend!,5,2024-10-12,True,great product woodcraft bed frame queen exceed expectation way highly recommend,great product . the woodcraft bed frame queen exceeded my expectations in every way . highly recommend !,Positive,5,0.9581236243247986,Positive,The WoodCraft Bed Frame Queen exceeded my expectations in every way.,Great product. The WoodCraft Bed Frame Queen exceeded my expectations in every way. Highly recommend!,8,0.5445064880169399,Recommendation & Value
760,Bedroom Furniture,CloudPillow Set (2-pack),Best purchase I made this year. The CloudPillow Set (2-pack) works exactly as advertised. Very happy.,5,2024-06-20,False,good purchase year cloudpillow set 2 pack work exactly advertise happy,best purchase i made this year . the cloudpillow set ( 2 - pack ) works exactly as advertised . very happy .,Positive,5,0.9624735713005066,Positive,The CloudPillow Set (2-pack) works exactly as advertised.,Best purchase I made this year. The CloudPillow Set (2-pack) works exactly as advertised. Very happy.,5,0.7006935372042284,Product Accuracy
761,Kitchen Appliances,TurboBlend Pro 5000,The TurboBlend Pro 5000 emits a strange chemical smell when running. Cannot use it safely indoors.,1,2024-01-28,True,turboblend pro 5000 emit strange chemical smell run use safely indoor,the turboblend pro 5000 emits a strange chemical smell when running . can not use it safely indoors .,Negative,2,0.4615079760551452,Negative,The TurboBlend Pro 5000 emits a strange chemical smell when running.,The TurboBlend Pro 5000 emits a strange chemical smell when running. Cannot use it safely indoors.,9,0.6846512190527309,Mixed Product Category
762,Bathroom,AromaSpa Diffuser,ABSOLUTELY LOVE MY AROMASPA DIFFUSER! WORKS PERFECTLY AND ARRIVED ON TIME. WOULD BUY AGAIN.,5,2023-01-09,False,absolutely love aromaspa diffuser work perfectly arrive time buy,absolutely love my aromaspa diffuser ! works perfectly and arrived on time . would buy again .,Positive,5,0.9687354564666748,Positive,ABSOLUTELY LOVE MY AROMASPA DIFFUSER!,ABSOLUTELY LOVE MY AROMASPA DIFFUSER! WORKS PERFECTLY AND ARRIVED ON TIME. WOULD BUY AGAIN.,0,0.9499967819267718,Delivery & Arrival
763,Kitchen Appliances,CrispAir Fryer XL,Sent the wrong item twice. When the CrispAir Fryer XL finally arrived it was defective. Never again.,2,2023-06-27,True,send wrong item twice crispair fryer xl finally arrive defective,sent the wrong item twice . when the crispair fryer xl finally arrived it was defective . never again .,Negative,1,0.8297263979911804,Negative,When the CrispAir Fryer XL finally arrived it was defective.,Sent the wrong item twice. When the CrispAir Fryer XL finally arrived it was defective. Never again.,9,0.7049990426669361,Mixed Product Category
764,Living Room,AirPurifier ProMax,Absolutely love my AirPurifier ProMax! Works perfectly and arrived on time. Would buy again.,4,2023-12-03,True,absolutely love airpurifier promax work perfectly arrive time buy,absolutely love my airpurifier promax ! works perfectly and arrived on time . would buy again .,Positive,5,0.9687185883522034,Positive,Absolutely love my AirPurifier ProMax!,Absolutely love my AirPurifier ProMax! Works perfectly and arrived on time. Would buy again.,0,0.9499992590671362,Delivery & Arrival
765,Kitchen Appliances,SteamKing Rice Cooker,Mixed feelings about the SteamKing Rice Cooker. Setup was easy but performance is mediocre.,3,2023-08-27,True,mix feeling steamke rice cooker setup easy performance mediocre,mixed feelings about the steamking rice cooker . setup was easy but performance is mediocre .,Negative,2,0.5378178358078003,Neutral,Mixed feelings about the SteamKing Rice Cooker.,Mixed feelings about the SteamKing Rice Cooker. Setup was easy but performance is mediocre.,2,0.5611119764857617,Daily Use Satisfaction
766,Bedroom Furniture,CloudPillow Set (2-pack),OUTSTANDING PRODUCT. THE CLOUDPILLOW SET (2-PACK) HAS MADE MY DAILY ROUTINE SO MUCH EASIER. THANK YOU!,4,2024-04-15,True,outstanding product cloudpillow set 2 pack daily routine easy thank,outstanding product . the cloudpillow set ( 2 - pack ) has made my daily routine so much easier . thank you !,Positive,5,0.9572436213493348,Positive,THE CLOUDPILLOW SET (2-PACK) HAS MADE MY DAILY ROUTINE SO MUCH EASIER.,OUTSTANDING PRODUCT. THE CLOUDPILLOW SET (2-PACK) HAS MADE MY DAILY ROUTINE SO MUCH EASIER. THANK YOU!,2,0.6068182288681411,Daily Use Satisfaction
767,Kitchen Appliances,SliceMaster Food Processor,It is a fine product. The SliceMaster Food Processor gets the job done but I expected better quality. !!!!!!,3,2024-01-30,True,fine product slicemaster food processor get job expect well quality,it is a fine product . the slicemaster food processor gets the job done but i expected better quality . ! ! ! ! ! !,Neutral,3,0.5154672861099243,Neutral,The SliceMaster Food Processor gets the job done but I expected better quality. !!!!!!,It is a fine product. The SliceMaster Food Processor gets the job done but I expected better quality. !!!!!!,2,0.5769461002172304,Daily Use Satisfaction
768,Bedroom Furniture,NightOwl LED Bedside Lamp,It is a fine product. The NightOwl LED Bedside Lamp gets the job done but I expected better quality.,3,2023-02-04,True,fine product nightowl lead bedside lamp get job expect well quality,it is a fine product . the nightowl led bedside lamp gets the job done but i expected better quality .,Positive,4,0.5205449461936951,Neutral,The NightOwl LED Bedside Lamp gets the job done,It is a fine product. The NightOwl LED Bedside Lamp gets the job done but I expected better quality.,2,0.6409072649259573,Daily Use Satisfaction
769,Bedroom Furniture,CloudPillow Set (2-pack),Best purchase I made this year. The CloudPillow Set (2-pack) works exactly as advertised. Very happy.,5,2024-11-11,True,good purchase year cloudpillow set 2 pack work exactly advertise happy,best purchase i made this year . the cloudpillow set ( 2 - pack ) works exactly as advertised . very happy .,Positive,5,0.9624735713005066,Positive,The CloudPillow Set (2-pack) works exactly as advertised.,Best purchase I made this year. The CloudPillow Set (2-pack) works exactly as advertised. Very happy.,5,0.7006935372042284,Product Accuracy
770,Bedroom Furniture,DreamRest Memory Foam Mattress,Bought the DreamRest Memory Foam Mattress as a gift and the recipient loved it. Excellent build quality.,5,2024-06-16,False,buy dreamr memory foam mattress gift recipient love excellent build quality,bought the dreamrest memory foam mattress as a gift and the recipient loved it . excellent build quality .,Positive,5,0.8913471698760986,Positive,Bought the DreamRest Memory Foam Mattress as a gift and the recipient loved it.,Bought the DreamRest Memory Foam Mattress as a gift and the recipient loved it. Excellent build quality.,4,0.537307643564349,Build Quality
771,Bathroom,FoamPure Electric Toothbrush,The FoamPure Electric Toothbrush worked for exactly 4 days then completely stopped. Total waste of money.,2,2023-10-16,True,foampure electric toothbrush work exactly 4 day completely stop total waste money,the foampure electric toothbrush worked for exactly 4 days then completely stopped . total waste of money .,Negative,1,0.9368248581886292,Negative,The FoamPure Electric Toothbrush worked for exactly 4 days then completely stopped.,The FoamPure Electric Toothbrush worked for exactly 4 days then completely stopped. Total waste of money.,5,0.7261162912423469,Product Accuracy
772,Kitchen Appliances,InstaBrew Coffee Maker,My InstaBrew Coffee Maker arrived well packaged and started working immediately. No issues at all.,4,2023-06-10,False,instabrew coffee maker arrive package start work immediately issue,my instabrew coffee maker arrived well packaged and started working immediately . no issues at all .,Positive,5,0.7879336476325989,Positive,My InstaBrew Coffee Maker arrived well packaged and started working immediately.,My InstaBrew Coffee Maker arrived well packaged and started working immediately. No issues at all.,0,0.60366107961538,Delivery & Arrival
773,Living Room,GlowLight Floor Lamp,I was skeptical at first but the GlowLight Floor Lamp is genuinely impressive. Fast delivery too.,4,2024-02-23,True,skeptical glowlight floor lamp genuinely impressive fast delivery,i was skeptical at first but the glowlight floor lamp is genuinely impressive . fast delivery too .,Positive,5,0.5802831649780273,Positive,I was skeptical at first but the GlowLight Floor Lamp is genuinely impressive.,I was skeptical at first but the GlowLight Floor Lamp is genuinely impressive. Fast delivery too.,2,0.5687499851396166,Daily Use Satisfaction
774,Bathroom,SoftTouch Luxury Towel Set,Great product. The SoftTouch Luxury Towel Set exceeded my expectations in every way. Highly recommend!,4,2024-12-01,False,great product softtouch luxury towel set exceed expectation way highly recommend,great product . the softtouch luxury towel set exceeded my expectations in every way . highly recommend !,Positive,5,0.9608972668647766,Positive,The SoftTouch Luxury Towel Set exceeded my expectations in every way.,Great product. The SoftTouch Luxury Towel Set exceeded my expectations in every way. Highly recommend!,8,0.5410738578252462,Recommendation & Value
775,Living Room,SmartTV 55in 4K UHD,"The SmartTV 55in 4K UHD is easy to clean, quiet during operation, and looks great. 5 stars!",4,2023-03-08,True,smarttv 55 4k uhd easy clean quiet operation look great 5 star,"the smarttv 55 in 4k uhd is easy to clean , quiet during operation , and looks great . 5 stars !",Positive,5,0.9847724437713624,Positive,"The SmartTV 55in 4K UHD is easy to clean, quiet during operation, and looks great.","The SmartTV 55in 4K UHD is easy to clean, quiet during operation, and looks great. 5 stars!",4,0.5407879104573489,Build Quality
776,Living Room,GlowLight Floor Lamp,Bought the GlowLight Floor Lamp as a gift and the recipient loved it. Excellent build quality.,5,2023-02-08,True,buy glowlight floor lamp gift recipient love excellent build quality,bought the glowlight floor lamp as a gift and the recipient loved it . excellent build quality .,Positive,5,0.8944225907325745,Positive,Bought the GlowLight Floor Lamp as a gift and the recipient loved it.,Bought the GlowLight Floor Lamp as a gift and the recipient loved it. Excellent build quality.,4,0.6456348346976515,Build Quality
777,Bedroom Furniture,DreamRest Memory Foam Mattress,The DreamRest Memory Foam Mattress itself is fine but the packaging was completely destroyed on arrival.,3,2024-04-21,True,dreamr memory foam mattress fine packaging completely destroy arrival,the dreamrest memory foam mattress itself is fine but the packaging was completely destroyed on arrival .,Negative,2,0.3948473632335663,Neutral,The DreamRest Memory Foam Mattress itself is fine but the packaging was completely destroyed on arrival.,The DreamRest Memory Foam Mattress itself is fine but the packaging was completely destroyed on arrival.,2,0.4958511664755769,Daily Use Satisfaction
778,Bathroom,AquaFlow Rainfall Showerhead,The AquaFlow Rainfall Showerhead worked for exactly 4 days then completely stopped. Total waste of money.,2,2024-04-04,True,aquaflow rainfall showerhead work exactly 4 day completely stop total waste money,the aquaflow rainfall showerhead worked for exactly 4 days then completely stopped . total waste of money .,Negative,1,0.923585057258606,Negative,The AquaFlow Rainfall Showerhead worked for exactly 4 days then completely stopped.,The AquaFlow Rainfall Showerhead worked for exactly 4 days then completely stopped. Total waste of money.,5,0.6576737041937482,Product Accuracy
